Date,Open,High,Low,Close,Adj Close,Volume
2015-12-04,154.78999299999998,158.389999,154.570007,158.220001,151.31544499999998,2175800
2015-12-07,157.529999,158.0,156.809998,157.75,150.86596699999998,2142800
2015-12-08,156.440002,157.860001,155.679993,156.78999299999998,149.94786100000002,2350400
2015-12-09,156.169998,158.240005,154.940002,156.050003,149.240143,2660800
2015-12-10,155.729996,158.690002,155.58999599999999,157.520004,150.64601100000002,2548200
2015-12-11,155.550003,156.399994,154.419998,154.830002,148.073395,2523200
2015-12-14,155.28999299999998,157.770004,154.33999599999999,157.630005,150.751221,3441100
2015-12-15,151.990005,153.020004,147.080002,148.130005,141.66578700000002,8645900
2015-12-16,148.149994,150.53999299999998,147.740005,149.949997,143.406342,4774100
2015-12-17,150.149994,150.860001,148.830002,148.850006,142.35437,3053900
2015-12-18,148.21000700000002,148.600006,146.759995,146.919998,140.508575,5736400
2015-12-21,147.580002,148.330002,146.690002,147.479996,141.044144,2284400
2015-12-22,148.119995,149.490005,147.279999,148.970001,142.469101,2518900
2015-12-23,149.690002,151.580002,149.520004,151.16000400000001,144.563538,2215300
2015-12-24,150.820007,151.800003,150.580002,151.190002,144.59223899999998,848400
2015-12-28,151.130005,151.770004,150.270004,151.220001,144.620926,1275200
2015-12-29,152.199997,153.259995,152.0,152.889999,146.21803300000002,1824700
2015-12-30,152.78999299999998,153.699997,151.729996,151.91000400000001,145.280838,1553100
2015-12-31,151.729996,152.119995,150.630005,150.639999,144.066238,1607100
2016-01-04,148.050003,148.320007,145.399994,146.820007,140.412964,3277200
2016-01-05,146.820007,147.5,145.610001,147.46000700000002,141.025009,2688100
2016-01-06,145.58999599999999,145.759995,143.419998,144.490005,138.184631,2997100
2016-01-07,142.520004,143.130005,140.630005,140.970001,134.818207,3553500
2016-01-08,141.360001,142.5,140.220001,140.490005,134.359177,2664000
2016-01-11,140.970001,141.429993,139.41000400000001,140.46000700000002,134.33049,2770300
2016-01-12,141.360001,142.149994,139.130005,140.860001,134.713028,2363500
2016-01-13,140.889999,142.190002,138.53999299999998,138.720001,132.666428,2598300
2016-01-14,139.740005,142.440002,138.860001,141.179993,135.019058,3720400
2016-01-15,138.300003,140.100006,137.21000700000002,138.690002,132.63772600000001,4683500
2016-01-19,140.100006,140.800003,137.41000400000001,138.389999,132.35083,3399800
2016-01-20,136.949997,137.75,134.639999,136.96000700000002,130.983215,4136300
2016-01-21,136.96000700000002,138.669998,136.149994,137.759995,131.748306,3355200
2016-01-22,140.139999,140.429993,138.080002,139.520004,133.431503,2979100
2016-01-25,138.96000700000002,139.369995,137.529999,137.570007,131.566605,2805500
2016-01-26,141.78999299999998,145.020004,140.330002,144.779999,138.461975,5125800
2016-01-27,144.949997,147.970001,144.050003,145.550003,139.198349,3596400
2016-01-28,146.16000400000001,147.83999599999999,145.220001,147.320007,140.891113,3067400
2016-01-29,148.240005,151.0,148.0,151.0,144.410538,3993200
2016-02-01,149.330002,149.78999299999998,148.100006,148.729996,142.239609,2701500
2016-02-02,147.58999599999999,148.279999,146.050003,147.869995,141.41713000000001,3581800
2016-02-03,149.360001,152.850006,148.96000700000002,152.520004,145.864212,5766800
2016-02-04,152.419998,154.380005,151.779999,153.440002,146.744034,3401900
2016-02-05,153.199997,153.880005,151.820007,153.470001,146.772736,3368500
2016-02-08,151.630005,154.429993,151.009995,153.899994,147.183975,2505400
2016-02-09,152.949997,155.759995,152.449997,154.740005,147.98731999999998,2951000
2016-02-10,154.429993,155.490005,152.119995,152.449997,146.850677,2911900
2016-02-11,149.91000400000001,152.0,149.0,150.669998,145.13601699999998,3182200
2016-02-12,150.669998,154.070007,150.669998,153.96000700000002,148.305206,2292200
2016-02-16,155.0,155.899994,154.259995,155.529999,149.81752,2140600
2016-02-17,156.0,157.130005,155.600006,156.619995,150.86750800000002,2156100
2016-02-18,156.350006,156.970001,155.970001,156.779999,151.021622,2010200
2016-02-19,157.0,157.08999599999999,155.869995,156.449997,150.70373500000002,2121300
2016-02-22,156.449997,158.479996,156.449997,157.699997,151.907837,2207600
2016-02-23,157.630005,157.690002,155.169998,156.169998,150.434006,1922800
2016-02-24,154.83999599999999,157.619995,153.639999,157.220001,151.44548,1937800
2016-02-25,157.53999299999998,159.0,157.009995,158.990005,153.150436,1718100
2016-02-26,159.149994,159.5,158.080002,158.270004,152.456909,1843700
2016-02-29,158.009995,159.119995,156.820007,156.869995,151.108307,1993200
2016-03-01,158.75,159.699997,157.610001,159.58999599999999,153.728409,2204100
2016-03-02,158.880005,159.880005,158.53999299999998,159.41000400000001,153.555038,1807200
2016-03-03,159.41000400000001,159.690002,158.509995,159.380005,153.52612299999998,1922300
2016-03-04,159.46000700000002,160.28999299999998,158.919998,160.070007,154.19078100000002,1766300
2016-03-07,159.979996,160.570007,158.169998,160.570007,154.672424,2012800
2016-03-08,159.399994,160.610001,159.350006,160.199997,154.315994,2020100
2016-03-09,160.5,160.779999,159.520004,160.08999599999999,154.210068,1883000
2016-03-10,160.770004,160.800003,158.279999,159.889999,154.01738,1872400
2016-03-11,161.139999,162.050003,160.649994,161.880005,155.934311,1697200
2016-03-14,161.610001,162.770004,161.0,161.809998,155.86686699999998,1747300
2016-03-15,160.16000400000001,162.5,159.350006,162.41000400000001,156.444824,1827900
2016-03-16,161.96000700000002,163.300003,161.520004,162.889999,156.90721100000002,1927700
2016-03-17,163.16000400000001,164.360001,162.83999599999999,163.75,157.735611,2790000
2016-03-18,164.149994,165.330002,163.899994,165.330002,159.257584,5853000
2016-03-21,165.050003,165.309998,164.41000400000001,164.83999599999999,158.785599,2095100
2016-03-22,164.5,165.5,164.389999,164.91000400000001,158.853027,2146300
2016-03-23,164.600006,164.990005,163.46000700000002,164.270004,158.236542,2305000
2016-03-24,163.679993,164.53999299999998,163.050003,164.46000700000002,158.41953999999998,1868800
2016-03-28,164.929993,166.649994,164.580002,166.279999,160.172684,2336700
2016-03-29,164.929993,164.990005,163.119995,164.389999,158.352097,2515500
2016-03-30,165.369995,167.220001,165.16000400000001,166.75,160.625427,2195300
2016-03-31,166.75,167.5,166.5,166.630005,160.509842,1777200
2016-04-01,165.630005,167.740005,164.78999299999998,167.529999,161.37677,2011600
2016-04-04,167.110001,167.490005,165.919998,166.399994,160.288284,2022800
2016-04-05,165.179993,166.550003,164.649994,165.809998,159.719955,1617400
2016-04-06,165.33999599999999,167.080002,164.83999599999999,166.809998,160.683258,2092200
2016-04-07,165.880005,167.229996,165.25,167.16000400000001,161.020386,2728300
2016-04-08,167.71000700000002,167.990005,166.100006,166.630005,160.509842,1729300
2016-04-11,167.119995,167.96000700000002,166.570007,166.58999599999999,160.47131299999998,1521100
2016-04-12,167.009995,168.399994,166.929993,168.029999,161.858429,1625300
2016-04-13,168.470001,168.899994,167.71000700000002,168.58999599999999,162.397842,1545900
2016-04-14,169.0,169.0,167.880005,168.16000400000001,161.983627,1210900
2016-04-15,168.320007,169.0,168.199997,168.779999,162.580872,1417000
2016-04-18,168.470001,169.869995,168.389999,169.550003,163.32261699999998,1146600
2016-04-19,169.919998,170.770004,169.070007,169.649994,163.4189,1849100
2016-04-20,170.139999,170.449997,168.619995,168.940002,162.735001,1439700
2016-04-21,168.970001,169.699997,168.41000400000001,168.66000400000001,162.46528600000002,1635000
2016-04-22,169.08999599999999,169.759995,167.850006,168.66000400000001,162.46528600000002,1802300
2016-04-25,168.0,168.509995,166.639999,168.380005,162.195572,2378300
2016-04-26,167.5,167.78999299999998,164.970001,166.179993,160.07638500000002,3192100
2016-04-27,166.990005,168.380005,166.100006,167.759995,161.598328,2227700
2016-04-28,166.850006,168.770004,166.199997,167.0,160.866272,1654700
2016-04-29,166.979996,167.779999,166.5,167.380005,161.23228500000002,1961200
2016-05-02,167.300003,168.5,166.940002,168.33999599999999,162.15701299999998,1700300
2016-05-03,167.389999,168.070007,166.66000400000001,167.970001,161.80062900000001,1922200
2016-05-04,166.369995,167.699997,166.28999299999998,167.16000400000001,161.020386,2118100
2016-05-05,167.46000700000002,168.330002,167.190002,167.770004,161.607971,1680200
2016-05-06,167.83999599999999,169.050003,167.0,168.889999,162.68682900000002,1630200
2016-05-09,168.58999599999999,169.050003,167.690002,168.520004,162.330414,1301300
2016-05-10,169.229996,170.389999,169.0,170.259995,164.0065,1732600
2016-05-11,170.199997,171.270004,169.570007,169.770004,163.5345,1786400
2016-05-12,169.860001,170.630005,168.759995,170.149994,163.900543,1741900
2016-05-13,170.050003,170.380005,167.820007,168.320007,162.13777199999998,1875900
2016-05-16,168.5,169.899994,168.429993,169.550003,163.32261699999998,1826200
2016-05-17,169.570007,169.940002,167.08999599999999,167.809998,161.6465,2126000
2016-05-18,166.5,167.929993,165.759995,166.820007,161.762878,1624400
2016-05-19,165.369995,166.059998,163.169998,165.110001,160.104691,1657300
2016-05-20,165.25,166.470001,164.929993,165.009995,160.007721,1746500
2016-05-23,165.279999,166.559998,164.520004,166.110001,161.074402,1649800
2016-05-24,167.16000400000001,168.78999299999998,166.699997,168.630005,163.51799,1627400
2016-05-25,169.0,170.360001,168.75,169.990005,164.836777,1860000
2016-05-26,170.009995,170.770004,168.529999,168.91000400000001,163.78951999999998,1545600
2016-05-27,168.91000400000001,169.029999,168.279999,168.889999,163.770111,1099100
2016-05-31,169.320007,169.75,167.66000400000001,168.320007,163.217392,2169600
2016-06-01,167.779999,168.929993,167.08999599999999,168.690002,163.57617199999999,1228200
2016-06-02,168.71000700000002,168.71000700000002,167.270004,168.03999299999998,162.945877,1980500
2016-06-03,168.050003,168.66000400000001,167.509995,168.380005,163.275574,1433500
2016-06-06,168.850006,170.58999599999999,168.58999599999999,170.080002,164.924026,1510700
2016-06-07,170.25,171.490005,170.220001,170.91000400000001,165.728882,1723100
2016-06-08,170.949997,171.929993,170.649994,171.419998,166.22340400000002,1684900
2016-06-09,170.5,171.470001,169.399994,170.130005,164.972519,2208800
2016-06-10,169.270004,169.300003,167.880005,168.559998,163.450119,2123400
2016-06-13,168.449997,168.639999,167.110001,167.130005,162.06346100000002,2129900
2016-06-14,167.28999299999998,167.809998,166.600006,167.610001,162.52891499999998,2021400
2016-06-15,167.949997,168.860001,167.470001,167.800003,162.71315,1694200
2016-06-16,167.350006,170.389999,166.619995,169.929993,164.77858,2632100
2016-06-17,169.990005,170.0,168.419998,168.940002,163.81858799999998,3448000
2016-06-20,170.899994,172.800003,170.529999,171.229996,166.039169,2162800
2016-06-21,171.179993,171.970001,171.059998,171.369995,166.174927,1889100
2016-06-22,171.830002,172.600006,170.990005,171.229996,166.039169,1369600
2016-06-23,172.71000700000002,174.149994,172.46000700000002,174.110001,168.831863,2021600
2016-06-24,168.869995,171.53999299999998,168.399994,169.119995,163.993134,4567500
2016-06-27,167.779999,167.830002,165.16000400000001,167.190002,162.12162800000002,2544100
2016-06-28,168.139999,169.669998,167.96000700000002,169.58999599999999,164.448883,2237300
2016-06-29,171.020004,171.850006,170.360001,171.520004,166.320374,1894100
2016-06-30,172.059998,175.139999,172.059998,175.119995,169.811234,2449400
2016-07-01,175.139999,176.080002,174.91000400000001,175.53999299999998,170.21850600000002,1930900
2016-07-05,174.860001,175.779999,173.509995,175.630005,170.305786,2353600
2016-07-06,175.199997,175.470001,174.059998,175.16000400000001,169.85003700000001,2383300
2016-07-07,175.08999599999999,175.639999,174.130005,174.869995,169.56883200000001,1842300
2016-07-08,175.869995,177.78999299999998,175.820007,177.119995,171.75061000000002,2726600
2016-07-11,177.41000400000001,178.470001,177.190002,178.009995,172.613647,1659500
2016-07-12,178.75,179.630005,178.029999,179.16000400000001,173.728775,1912900
2016-07-13,179.220001,179.669998,178.690002,179.21000700000002,173.777267,1491500
2016-07-14,180.149994,181.320007,179.880005,180.899994,175.416031,1904300
2016-07-15,181.5,181.83999599999999,180.559998,181.399994,175.900848,2475200
2016-07-18,181.440002,181.699997,180.75,181.110001,175.619659,1224400
2016-07-19,181.110001,181.649994,180.28999299999998,181.240005,175.745728,1051300
2016-07-20,181.729996,182.270004,181.320007,181.419998,175.92025800000002,1413300
2016-07-21,181.28999299999998,181.559998,179.699997,180.259995,174.79541,1870800
2016-07-22,180.419998,180.529999,179.360001,180.440002,174.969955,1205600
2016-07-25,180.199997,180.419998,178.919998,179.630005,174.184525,1937000
2016-07-26,177.169998,178.990005,176.139999,177.66000400000001,172.274246,3421600
2016-07-27,177.41000400000001,178.940002,177.41000400000001,178.270004,172.865753,2348300
2016-07-28,177.649994,178.369995,177.029999,177.979996,172.58453400000002,1799500
2016-07-29,178.110001,178.820007,177.619995,178.360001,172.953018,1621900
2016-08-01,177.080002,178.53999299999998,177.080002,178.28999299999998,172.885147,1598400
2016-08-02,178.580002,178.619995,177.240005,178.360001,172.953018,2115100
2016-08-03,178.720001,179.130005,177.970001,178.380005,172.972427,1419300
2016-08-04,178.96000700000002,179.419998,177.639999,177.809998,172.419708,1071800
2016-08-05,178.25,179.009995,177.369995,178.570007,173.156662,1799500
2016-08-08,178.899994,179.020004,178.270004,178.580002,173.166351,1327700
2016-08-09,178.369995,178.899994,177.940002,178.389999,172.982117,1098900
2016-08-10,178.119995,178.850006,177.850006,178.820007,173.399094,1226300
2016-08-11,179.080002,181.100006,178.880005,181.0,175.513,2028700
2016-08-12,181.470001,181.470001,179.899994,180.270004,174.805099,1232900
2016-08-15,181.0,181.389999,180.46000700000002,180.559998,175.08633400000002,1268200
2016-08-16,180.119995,180.330002,179.21000700000002,179.25,173.816055,1363600
2016-08-17,178.669998,180.08999599999999,178.320007,179.869995,175.504044,1358500
2016-08-18,179.699997,179.699997,178.580002,179.179993,174.83078,1087900
2016-08-19,178.66000400000001,179.779999,178.080002,179.610001,175.25036599999999,1305300
2016-08-22,179.179993,179.58999599999999,178.369995,179.070007,174.723465,1336400
2016-08-23,179.610001,180.53999299999998,179.279999,179.770004,175.40649399999998,1195800
2016-08-24,179.41000400000001,179.96000700000002,179.009995,179.41000400000001,175.055206,1137100
2016-08-25,179.08999599999999,180.320007,179.050003,179.580002,175.2211,840300
2016-08-26,180.190002,181.25,178.919998,179.41000400000001,175.055206,1324700
2016-08-29,179.860001,180.699997,179.279999,180.5,176.118744,1035700
2016-08-30,180.720001,181.020004,179.58999599999999,180.149994,175.777252,1039800
2016-08-31,179.490005,179.770004,178.580002,179.240005,174.889343,1636000
2016-09-01,179.309998,180.169998,178.800003,179.979996,175.611374,1095300
2016-09-02,180.529999,181.490005,180.08999599999999,180.809998,176.421234,1319000
2016-09-06,180.559998,181.279999,179.880005,180.46000700000002,176.07974199999998,1328100
2016-09-07,180.03999299999998,180.53999299999998,179.53999299999998,179.75,175.386948,1133200
2016-09-08,179.190002,180.21000700000002,178.940002,180.100006,175.72847,1418000
2016-09-09,178.889999,179.0,175.639999,175.639999,171.376724,2083300
2016-09-12,175.0,178.399994,174.690002,178.100006,173.777008,1913300
2016-09-13,176.830002,177.600006,175.949997,176.070007,171.79631,1864600
2016-09-14,175.96000700000002,177.350006,175.199997,175.619995,171.357208,1864800
2016-09-15,175.529999,177.0,175.360001,176.58999599999999,172.303665,1663800
2016-09-16,175.880005,175.949997,174.389999,175.059998,170.810791,3358800
2016-09-19,176.050003,177.949997,176.050003,176.720001,172.43051100000002,1747100
2016-09-20,177.71000700000002,178.5,177.330002,177.600006,173.289154,1598600
2016-09-21,177.880005,179.800003,177.5,179.58999599999999,175.23085,1760000
2016-09-22,179.830002,181.66000400000001,179.649994,179.850006,175.484543,1849000
2016-09-23,179.399994,179.699997,177.190002,177.389999,173.084259,1911000
2016-09-26,176.850006,176.91000400000001,175.800003,175.949997,171.679199,1821000
2016-09-27,175.610001,177.029999,175.580002,176.300003,172.02070600000002,2433600
2016-09-28,176.779999,177.979996,176.690002,177.58999599999999,173.27938799999998,1694000
2016-09-29,177.479996,177.630005,174.869995,175.369995,171.113281,1853600
2016-09-30,176.580002,177.149994,176.08999599999999,176.229996,171.952393,2419400
2016-10-03,175.330002,175.949997,174.399994,175.03999299999998,170.791275,1785600
2016-10-04,174.58999599999999,174.970001,171.199997,171.679993,167.512833,3166900
2016-10-05,171.66000400000001,172.559998,171.33999599999999,172.389999,168.20559699999998,2305500
2016-10-06,171.929993,172.320007,170.600006,171.639999,167.473801,2273400
2016-10-07,171.899994,171.940002,170.03999299999998,171.330002,167.17134099999998,2249100
2016-10-10,171.83999599999999,172.75,170.940002,171.139999,166.985947,1928200
2016-10-11,170.240005,170.470001,168.690002,169.679993,165.561386,1998700
2016-10-12,169.600006,170.179993,168.889999,169.720001,165.600418,1554100
2016-10-13,168.869995,170.309998,168.46000700000002,170.020004,165.893158,1919700
2016-10-14,170.990005,171.389999,170.300003,170.330002,166.195618,1512400
2016-10-17,170.53999299999998,171.08999599999999,169.940002,170.21000700000002,166.078537,1229200
2016-10-18,171.679993,171.91000400000001,169.83999599999999,169.949997,165.82484399999998,1179400
2016-10-19,170.800003,170.940002,169.66000400000001,169.91000400000001,165.78581200000002,1164200
2016-10-20,169.570007,170.33999599999999,168.990005,169.860001,165.73701499999999,1210500
2016-10-21,168.110001,169.559998,167.720001,169.5,165.385757,2013200
2016-10-24,172.649994,173.440002,170.899994,171.270004,167.112808,2668500
2016-10-25,169.470001,169.889999,165.110001,166.229996,162.195129,3826200
2016-10-26,165.690002,167.78999299999998,165.41000400000001,166.509995,162.468338,2174900
2016-10-27,166.869995,166.949997,165.279999,165.759995,161.736542,1486400
2016-10-28,166.550003,167.179993,165.139999,165.770004,161.74629199999998,1934300
2016-10-31,166.46000700000002,166.53999299999998,165.179993,165.300003,161.28772,2289100
2016-11-01,165.399994,165.809998,163.850006,164.25,160.263199,2455600
2016-11-02,164.699997,166.369995,163.91000400000001,165.729996,161.707275,2233400
2016-11-03,166.139999,167.639999,165.259995,166.830002,162.780563,2505000
2016-11-04,167.21000700000002,167.850006,166.419998,166.479996,162.439056,1927500
2016-11-07,168.149994,169.889999,167.979996,169.740005,165.619949,1930900
2016-11-08,169.899994,172.050003,169.779999,171.029999,166.878616,1955700
2016-11-09,165.83999599999999,171.0,165.83999599999999,170.389999,166.254166,3659300
2016-11-10,170.16000400000001,174.669998,169.78999299999998,174.279999,170.04972800000002,3280000
2016-11-11,174.050003,175.130005,173.729996,175.080002,170.830322,1868200
2016-11-14,175.229996,175.509995,171.899994,172.91000400000001,168.712997,2604000
2016-11-15,173.16000400000001,174.25,171.91000400000001,174.240005,170.010727,2177100
2016-11-16,173.130005,173.229996,171.570007,172.009995,168.910889,2020500
2016-11-17,172.009995,173.25,172.009995,172.770004,169.657196,1783700
2016-11-18,172.509995,173.279999,172.28999299999998,172.96000700000002,169.843781,1711100
2016-11-21,171.419998,171.979996,170.720001,171.520004,168.42971799999998,1993900
2016-11-22,171.669998,172.080002,171.279999,171.91000400000001,168.81268300000002,1553300
2016-11-23,172.080002,172.75,171.759995,172.25,169.14656100000002,1477900
2016-11-25,172.21000700000002,173.990005,172.21000700000002,173.490005,170.364227,945800
2016-11-28,173.559998,173.770004,172.279999,172.5,169.39205900000002,1677700
2016-11-29,172.53999299999998,173.28999299999998,172.149994,172.770004,169.657196,1483200
2016-11-30,172.199997,173.190002,171.58999599999999,171.740005,168.64575200000002,2595800
2016-12-01,171.639999,172.740005,171.449997,172.630005,169.51973,1756900
2016-12-02,172.529999,173.690002,172.240005,172.429993,169.323318,1871500
2016-12-05,172.630005,172.949997,171.08999599999999,171.619995,168.527908,2181300
2016-12-06,171.820007,172.029999,171.229996,171.800003,168.704681,1467500
2016-12-07,172.380005,176.059998,171.970001,176.050003,172.87811299999998,3164300
2016-12-08,176.080002,176.350006,174.770004,175.880005,172.711182,1790700
2016-12-09,175.360001,178.869995,175.300003,178.490005,175.274155,2650400
2016-12-12,178.25,179.809998,177.570007,179.639999,176.403412,2296100
2016-12-13,179.570007,180.059998,176.770004,178.830002,175.608017,2708600
2016-12-14,179.16000400000001,179.389999,176.41000400000001,176.600006,173.418182,2234200
2016-12-15,177.259995,177.580002,175.050003,176.020004,172.848648,2055600
2016-12-16,176.559998,178.5,176.550003,177.449997,174.252884,3749600
2016-12-19,177.610001,178.669998,177.320007,178.16000400000001,174.950089,1382000
2016-12-20,178.33999599999999,179.330002,178.059998,178.649994,175.431244,1378200
2016-12-21,178.600006,179.529999,178.419998,178.429993,175.21521,1555900
2016-12-22,178.889999,179.46000700000002,177.979996,179.199997,175.971344,1225600
2016-12-23,179.08999599999999,179.28999299999998,178.529999,178.75,175.529449,731100
2016-12-27,178.66000400000001,179.199997,178.570007,178.919998,175.696381,651000
2016-12-28,178.880005,179.449997,178.020004,178.080002,174.871521,1287900
2016-12-29,178.28999299999998,179.139999,178.029999,178.41000400000001,175.19558700000002,1102000
2016-12-30,179.0,179.479996,178.28999299999998,178.570007,175.352707,1594200
2017-01-03,178.830002,180.0,177.220001,178.050003,174.84208700000002,2509300
2017-01-04,178.029999,178.899994,177.610001,178.320007,175.107208,1542000
2017-01-05,178.259995,179.139999,176.889999,177.71000700000002,174.508194,1447800
2017-01-06,177.28999299999998,178.600006,175.800003,178.229996,175.018814,1625000
2017-01-09,178.369995,178.380005,177.199997,177.270004,174.076111,1617800
2017-01-10,177.360001,177.490005,176.309998,176.580002,173.39856,2030100
2017-01-11,176.630005,178.449997,176.389999,177.889999,174.684952,1579600
2017-01-12,176.970001,177.699997,175.75,177.440002,174.243057,1321800
2017-01-13,177.580002,177.91000400000001,176.830002,177.389999,174.193954,1265500
2017-01-17,177.0,177.679993,176.25,177.259995,174.066299,1553300
2017-01-18,177.899994,179.440002,177.380005,178.490005,175.274155,1804600
2017-01-19,179.25,179.800003,177.759995,178.679993,175.460693,1464400
2017-01-20,179.199997,179.46000700000002,177.830002,178.490005,175.274155,1761900
2017-01-23,177.91000400000001,178.990005,177.130005,178.509995,175.29376200000002,1986800
2017-01-24,177.5,177.759995,174.419998,175.970001,172.799545,3473200
2017-01-25,177.08999599999999,178.630005,176.570007,176.729996,173.545837,3462600
2017-01-26,176.309998,177.229996,176.03999299999998,176.820007,173.634232,2235900
2017-01-27,177.479996,177.979996,176.830002,177.479996,174.282333,1623700
2017-01-30,177.25,177.729996,174.869995,175.419998,172.259445,1823100
2017-01-31,174.740005,175.46000700000002,173.809998,174.820007,171.67025800000002,1845500
2017-02-01,175.169998,175.800003,174.300003,175.169998,172.01396200000002,2272900
2017-02-02,174.130005,174.779999,173.550003,174.179993,171.04179399999998,3106800
2017-02-03,174.020004,175.300003,173.850006,175.03999299999998,171.886292,2820500
2017-02-06,174.119995,176.199997,173.899994,175.100006,171.945206,1622800
2017-02-07,176.080002,176.399994,175.149994,175.759995,172.593323,1247400
2017-02-08,175.619995,177.600006,175.490005,177.070007,173.87973,2145700
2017-02-09,176.869995,178.550003,176.869995,178.179993,174.96971100000002,2009700
2017-02-10,178.300003,179.580002,178.190002,179.0,175.77496299999999,1392400
2017-02-13,179.860001,181.380005,179.259995,181.020004,177.75856000000002,1929800
2017-02-14,180.860001,182.0,180.649994,181.600006,178.328094,2035900
2017-02-15,180.300003,181.830002,180.149994,181.699997,179.588272,1762900
2017-02-16,181.75,183.46000700000002,181.619995,183.41000400000001,181.278412,2164000
2017-02-17,183.429993,183.600006,182.529999,182.949997,180.82376100000002,1961500
2017-02-21,182.78999299999998,183.619995,182.03999299999998,183.369995,181.238876,1736300
2017-02-22,183.399994,186.119995,183.080002,186.03999299999998,183.877838,2850900
2017-02-23,185.91000400000001,187.46000700000002,185.71000700000002,187.190002,185.01448100000002,2401600
2017-02-24,186.820007,188.41000400000001,186.300003,187.41000400000001,185.231934,2126300
2017-02-27,187.5,187.550003,186.380005,186.91000400000001,184.737732,1393800
2017-02-28,186.729996,187.5,186.309998,186.350006,184.18425,1932100
2017-03-01,188.080002,190.53999299999998,188.009995,189.860001,187.65344199999998,2226200
2017-03-02,189.46000700000002,190.100006,189.029999,189.889999,187.683105,1764000
2017-03-03,189.889999,190.240005,188.53999299999998,189.309998,187.109833,1627400
2017-03-06,188.929993,189.240005,188.270004,188.899994,186.70460500000002,1668700
2017-03-07,188.28999299999998,189.259995,188.25,189.08999599999999,186.892395,1662300
2017-03-08,189.720001,190.21000700000002,188.970001,189.509995,187.307526,1563700
2017-03-09,189.25,190.389999,189.169998,189.899994,187.692978,1556700
2017-03-10,190.639999,191.240005,190.029999,191.21000700000002,188.987762,2515000
2017-03-13,191.770004,191.96000700000002,190.46000700000002,191.520004,189.294174,1972700
2017-03-14,190.929993,191.440002,189.110001,190.330002,188.117996,1893600
2017-03-15,190.179993,191.860001,189.720001,191.199997,188.977875,2047000
2017-03-16,191.059998,191.639999,189.639999,190.309998,188.098221,1937100
2017-03-17,190.820007,192.360001,190.350006,192.360001,190.124405,4228100
2017-03-20,192.520004,193.5,192.279999,193.009995,190.766846,2085600
2017-03-21,193.490005,193.490005,191.509995,192.130005,189.897079,1895100
2017-03-22,192.300003,192.880005,190.46000700000002,192.220001,189.986023,1627300
2017-03-23,192.119995,192.970001,191.229996,192.139999,189.906952,1482000
2017-03-24,192.119995,192.619995,190.899994,191.509995,189.284271,1435400
2017-03-27,190.699997,191.0,189.16000400000001,190.429993,188.216827,1984600
2017-03-28,189.940002,191.490005,189.600006,190.990005,188.770325,2330200
2017-03-29,190.58999599999999,191.279999,190.259995,190.679993,188.463913,1692200
2017-03-30,190.740005,191.490005,190.100006,191.279999,189.05694599999998,1835400
2017-03-31,191.300003,192.399994,190.990005,191.330002,189.106369,1730000
2017-04-03,191.869995,192.169998,189.949997,190.720001,188.50346399999998,1546700
2017-04-04,190.570007,190.979996,189.779999,190.190002,187.979614,1349900
2017-04-05,190.699997,192.419998,190.03999299999998,190.240005,188.029053,1448700
2017-04-06,190.41000400000001,191.020004,189.5,189.889999,187.683105,1627400
2017-04-07,190.029999,190.559998,189.520004,189.990005,187.781952,1025200
2017-04-10,190.16000400000001,190.520004,189.309998,189.71000700000002,187.505203,1682700
2017-04-11,189.130005,190.08999599999999,188.990005,190.070007,187.861023,1459600
2017-04-12,190.309998,190.490005,189.399994,189.699997,187.495316,1416100
2017-04-13,189.25,189.860001,188.619995,188.649994,186.457504,1274400
2017-04-17,189.309998,190.360001,189.28999299999998,190.360001,188.14764399999999,1543600
2017-04-18,189.759995,190.83999599999999,189.509995,190.220001,188.009262,1176900
2017-04-19,190.800003,191.130005,189.520004,189.830002,187.623795,1340400
2017-04-20,190.020004,192.110001,189.899994,191.16000400000001,188.938354,1748200
2017-04-21,191.149994,191.619995,190.58999599999999,191.5,189.274384,2584200
2017-04-24,193.0,194.449997,192.929993,194.229996,191.972656,2709600
2017-04-25,193.990005,195.610001,192.360001,195.130005,192.862213,4182200
2017-04-26,195.699997,196.899994,194.990005,195.0,192.73370400000002,2641200
2017-04-27,195.429993,196.53999299999998,195.110001,196.110001,193.830826,1770200
2017-04-28,196.149994,197.119995,195.53999299999998,195.830002,193.554077,2461000
2017-05-01,195.5,195.729996,194.470001,194.809998,192.54591399999998,1498500
2017-05-02,195.16000400000001,196.529999,194.580002,196.529999,194.245926,2467200
2017-05-03,196.600006,197.869995,195.71000700000002,197.630005,195.333145,2339500
2017-05-04,198.300003,199.53999299999998,197.759995,199.509995,197.191299,2320800
2017-05-05,199.669998,199.899994,198.979996,199.399994,197.082565,1688600
2017-05-08,198.83999599999999,199.149994,198.300003,198.649994,196.34127800000002,1575900
2017-05-09,199.360001,199.360001,197.529999,197.96000700000002,195.659317,1747800
2017-05-10,197.369995,197.58999599999999,196.529999,196.639999,194.354645,2247700
2017-05-11,196.03999299999998,196.940002,195.259995,196.75,194.463379,1705000
2017-05-12,195.899994,197.119995,195.860001,196.570007,194.28547700000001,1323100
2017-05-15,196.669998,197.740005,196.229996,197.630005,195.333145,1474500
2017-05-16,197.479996,197.940002,196.860001,197.91000400000001,195.609894,1183600
